Date,Open,High,Low,Close,Adj Close,Volume,Moving_Average_Percentage_Return
2022-11-15,0.11068101363650129,0.09827639793968057,0.11122094805123339,0.11719261840054873,0.11719261840054873,0.00029343176167163443,5.7480430131131754
2022-11-16,0.1293964905674203,0.11369815886787293,0.12142159081825632,0.11461680097939198,0.11461680097939198,0.0015598214699386885,5.571114174741531
2022-11-17,0.08551144857153314,0.06561824728119436,0.06548214154451237,0.07533813990139215,0.07533813990139215,9.266266158051615e-05,4.74260767550884
2022-11-18,0.08647966026719978,0.0665255616822451,0.03784139215576765,0.04668384140290449,0.04668384140290449,0.002131241216351871,4.107077606895715
2022-11-21,0.008067117789767764,0.010885927177130661,0.0,0.0,0.0,0.002800471549988932,3.1022470302026006
2022-11-22,0.016779447441821915,0.001209260365273579,0.007239463854697981,0.002897696345161016,0.002897696345161016,7.721888465043012e-05,3.034185261107139
2022-11-23,0.0,0.029029262181379245,0.001316302671688696,0.02414681451874401,0.02414681451874401,0.0002007691000911183,3.2731689044975587
2022-11-25,0.053242977412463866,0.050196486353002,0.04310620116334363,0.05119132538264903,0.05119132538264903,0.0011119519389661938,3.600074968682742
2022-11-28,0.015489023717247363,0.0,0.01316222335852757,0.008692696020924373,0.008692696020924373,0.6834746438922437,2.621209999866463
2022-11-29,0.009680541347720784,0.05110343162695763,0.0059231611830092845,0.03541532796082425,0.03541532796082425,0.09995212429151676,2.925767706948965
2022-11-30,0.03743134776407331,0.08497121177781253,0.02961500255668792,0.027688268711914432,0.027688268711914432,0.017188923723185746,2.5892117778566655
2022-12-01,0.10390431957130808,0.18869038874250954,0.1072720400361673,0.20508678744004083,0.20508678744004083,0.005420765702460194,5.4681076441818615
2022-12-02,0.21135848609190333,0.1844572392098618,0.14248122852773726,0.18834515324620238,0.18834515324620238,0.008880171734799464,4.825797235394473
2022-12-05,0.19102919170079513,0.20169325981305963,0.09279391568512985,0.09658725807497515,0.09658725807497515,0.008818396627079119,2.9291588086509517
2022-12-06,0.10358171364016489,0.11521010345156046,0.10463983637196961,0.10270452968930233,0.10270452968930233,0.0005405321925530108,2.799143076279518
2022-12-07,0.10584074296264134,0.14817056920136462,0.1092466948832902,0.15486149184396503,0.15486149184396503,0.0021724246214987674,3.4744539355923956
2022-12-08,0.14682154377376477,0.1499848288763701,0.15103659337494424,0.16516397549947204,0.16516397549947204,0.0036704709837171116,3.410793581048127
2022-12-09,0.18844795034941075,0.19050501754461102,0.1809805711797603,0.19542806163254323,0.19542806163254323,0.000643490705420251,3.67971210865935
2022-12-12,0.16392399104896604,0.1590564963784944,0.13688704259285522,0.13876361549813598,0.13876361549813598,0.0004375736796857707,2.387606000899546
2022-12-13,0.1426264849621912,0.23737529963892,0.1461007596154964,0.2462975080911871,0.2462975080911871,0.0010553247568892115,3.95358786348442
2022-12-14,0.2397548982727784,0.21620807546729637,0.20335651156092904,0.22569214776561353,0.22569214776561353,0.0055288721409707964,3.266240694942609
