Date,Open,High,Low,Close,Adj Close,Volume,Moving_Average_Percentage_Return
2022-11-14,0.585836830821445,0.499999784236584,0.5120350785226684,0.5077357958867115,0.43967038255745283,0.04830917874396135,6.083552683513526
2022-11-15,0.5364807042619013,0.44796368960620203,0.4726477005804677,0.43364555823501494,0.36386577496902195,0.043478260869565216,4.534092664672311
2022-11-16,0.5128754222976433,0.42307667411913563,0.4704594665433497,0.43800390530507993,0.3683252794540053,0.11111111111111112,4.468529091422832
2022-11-17,0.41201719724523134,0.35294104955093175,0.38293219187344185,0.41621258558960683,0.3460294991931603,0.043478260869565216,3.8381266461464754
2022-11-18,0.45171665475596967,0.38914010942657473,0.45930001552590216,0.42928721116494994,0.359406706025057,0.07729468599033816,3.800335420788179
2022-11-21,0.5021459719333228,0.44796368960620203,0.4814006367289423,0.5077357958867115,0.43967038255745283,0.12077294685990338,4.947738305000421
2022-11-22,0.5429186200618696,0.4977372890535019,0.535010909867963,0.555676366752869,0.48872014094107374,0.07729468599033816,5.524131538463594
2022-11-23,0.5622319581594821,0.4751132002763496,0.5262583910824556,0.514273316491809,0.4463589859734016,0.24637681159420288,4.351051403032672
2022-11-25,0.515021394230966,0.4900453232632236,0.5251640653824126,0.5482676754955822,0.48113954951992444,0.00966183574879227,4.692613794559338
2022-11-28,0.5901287746880914,0.5045247746027473,0.43326032263826786,0.4031379600142646,0.33265272790228195,0.1932367149758454,1.5845308153562678
2022-11-29,0.4742487461024192,0.4389137088738746,0.48358845340309387,0.49640434288545343,0.42807628065392134,0.06280193236714976,3.1152797366974108
2022-11-30,0.5364807042619013,0.5656108499654566,0.49562353192576225,0.6210503258992883,0.5556061751005554,0.13043478260869565,5.209108570501331
2022-12-01,0.6738196335762137,0.5927599291087722,0.638949731134776,0.5992590061838152,0.5333103948397095,0.07246376811594203,4.412828494157103
2022-12-02,0.5901287746880914,0.5429863296614714,0.5951858851183385,0.5992590061838152,0.5333103948397095,0.09178743961352658,4.03491819691148
2022-12-05,0.6115880847190258,0.5271492949067325,0.5295405334566494,0.49030282324130336,0.42183410678159117,0.033816425120772944,1.7076328914005636
2022-12-06,0.4914165215690032,0.44570119442311995,0.46564560207946926,0.44410542494923,0.3745678888673538,0.10144927536231885,0.6071480104412409
2022-12-07,0.4828326338357112,0.44343869924003787,0.4923413895515685,0.47722819766596114,0.4084568999496945,0.11111111111111112,1.1048565424817254
2022-12-08,0.5429186200618696,0.4841627494818441,0.5452955681061233,0.5059926233126264,0.4378864065470527,0.11111111111111112,1.4912088217621542
2022-12-09,0.5686694646571562,0.48190025429876293,0.5339170015308872,0.49466117031136836,0.426293175725557,0.043478260869565216,1.1271870403727784
2022-12-12,0.5300427884619321,0.47963775911568085,0.49452962358868646,0.5382433941074618,0.4708838651652112,0.42028985507246375,1.8392967093698025
2022-12-13,0.6373389293143124,0.554298374050048,0.6126913400523204,0.6075396993629978,0.5417829742660585,0.06280193236714976,2.953950042065341
2022-12-14,0.67167366164289,0.5904974339256901,0.6280089783121507,0.5883635541435055,0.5221635935618325,0.03864734299516908,2.432781426904027
2022-12-15,0.5901287746880914,0.5045247746027473,0.5645514433246133,0.5295271156021837,0.46196572727728036,0.014492753623188406,1.099551851241204
2022-12-16,0.5214593100309353,0.4321266548514622,0.38293219187344185,0.379167466763759,0.308127413169454,0.2222222222222222,-1.8101729657625614
2022-12-19,0.33690981678810683,0.2443438699240037,0.3369805291828527,0.31161474971715997,0.23901184453798852,0.033816425120772944,-3.080560685393573
2022-12-20,0.2832617463619167,0.2669683902279889,0.2888402150921783,0.29418177707175275,0.22117556876212685,0.10628019323671498,-3.4312957252418697
2022-12-21,0.4077252533785858,0.32013551668649587,0.3879651718951109,0.34931366216700344,0.27758292156559605,0.11111111111111112,-2.448893403619522
2022-12-22,0.2847638857850132,0.2054296432179301,0.2844637470179414,0.2741336299303647,0.25035115494589455,0.10144927536231885,-3.856099580992552
2022-12-23,0.3218884225571408,0.2581445295559206,0.328227593034379,0.3249071679555504,0.30278855136879645,0.09178743961352658,-2.764451972746679
2022-12-27,0.39270385914761974,0.29637996455438653,0.22341356162531145,0.32621475520353993,0.3041391640661235,1.0,-2.627462539566774
2022-12-28,0.3304723102904328,0.23665147260689245,0.2682713159788239,0.23011540517332385,0.20489069009296568,0.10628019323671498,-4.257359505893259
2022-12-29,0.3025750844595283,0.2782804346165646,0.3085339040632782,0.33405944742177507,0.3122406625449967,0.0821256038647343,-2.2512759042495256
2022-12-30,0.3648070426190104,0.2669683902279889,0.33041582707149697,0.3181518546874047,0.2958116197988234,0.1497584541062802,-2.4762149206945465
2023-01-03,0.3969958030142662,0.3009049549205498,0.3063456700261602,0.3007188820419975,0.27780766073096874,0.1400966183574879,-2.732749941959245
